Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
Bruce MacKenzie,M,Raw,67.0,92.31,142.5,192.5,100.0
Samantha Ledezma,F,Raw,20.5,56.8,125.0,130.0,50.0
Ryan Johnson,M,Raw,24.0,78.0,162.5,200.0,122.5
Luke Propst,M,Raw,32.0,98.0,172.5,145.0,155.0
Ronald Tarvin,M,Wraps,26.0,74.4,260.0,275.0,165.0
Vincent Yacuzzi Jr,M,Raw,28.5,64.5,197.5,215.0,122.5
Adam Miller,M,Raw,34.0,87.27,240.0,257.5,150.0
Sabrina Reiffer,F,Wraps,25.0,82.4,155.0,197.5,97.5
Jonathan Lee,M,Raw,25.5,81.91,227.5,242.5,150.0
Amrita Chager,F,Raw,27.5,73.4,75.0,97.5,40.0
Melissa Jones,F,Raw,30.0,55.7,75.0,115.0,42.5
Joseph Marinella,M,Raw,15.5,63.9,120.0,170.0,70.0
Jeff Meade,M,Raw,23.0,82.2,200.0,237.5,137.5
Dennis Spangenburg,M,Wraps,52.5,129.05,210.92,251.74,102.06
Brian Siders,M,Single-ply,24.0,148.9,412.5,365.0,305.0
Christa Kollman,F,Raw,39.5,70.2,62.5,110.0,57.5
Nathan Tanis,M,Raw,20.5,78.25,250.0,252.5,150.0
Scott Edmiston,M,Wraps,54.0,121.8,272.5,272.5,165.0
Anna-Kaisa Kostiainen,F,Raw,23.5,71.69,140.0,170.0,65.0
John Arendes,M,Raw,50.5,82.5,107.5,152.5,90.0
Katy Griffin,F,Raw,12.5,72.0,102.5,125.0,62.5
Jordan Vanderkroft,M,Raw,26.5,82.3,187.5,235.0,125.0
Misael Peraza,M,Single-ply,24.0,89.36,260.0,247.5,175.0
Jennifer Varner,F,Raw,26.0,59.92,112.5,147.5,62.5
Abigail De La Cruz,F,Raw,26.0,65.7,107.5,135.0,50.0
Christopher Ungaro,M,Raw,20.0,87.0,165.0,185.0,122.5
Andrew Mortensen,M,Raw,29.0,88.1,195.0,255.0,170.0
Kalil Zaky,M,Raw,25.5,92.9,227.5,295.0,170.0
Erik Whitfield,M,Raw,41.0,99.3,285.0,295.0,170.0
John Trongard,M,Wraps,24.0,105.69,180.0,185.0,105.0
Olun Riley,M,Raw,44.0,72.2,122.5,167.5,95.0
Dan Buckler,M,Wraps,38.0,131.7,250.0,260.0,125.0
Justyn Rodrigues,M,Raw,21.5,73.1,177.5,207.5,102.5
Jeremiah Meek,M,Raw,41.0,88.7,192.5,220.0,130.0
Daniel Jang,M,Raw,21.0,74.0,180.0,202.5,115.0
Emad Nayef,M,Raw,39.5,86.55,230.0,260.0,140.0
Jimmy Brooks,M,Wraps,20.0,117.3,264.99,244.99,147.51
Andej Gocanin,M,Raw,26.5,103.35,200.0,295.0,157.5
Grace Tollar,F,Single-ply,16.5,58.1,122.5,145.0,75.0
Juliana Lindner,F,Raw,23.5,67.36,115.0,147.5,80.0
Joanna Welsh,F,Raw,42.5,45.35,95.0,130.0,55.0
Tanner McBride,M,Raw,25.0,89.7,200.0,265.0,170.0
Jonathan Linden,M,Raw,19.5,65.2,142.5,215.0,90.0
Brooke Sanders,F,Wraps,,71.7,125.0,130.0,65.0
Afsheen Zarrin,M,Wraps,16.0,67.59,113.4,124.74,79.38
Tristan Nazelrod,M,Raw,20.5,117.77,317.5,310.0,202.5
Estevan Cleveland,M,Wraps,18.0,82.4,147.5,160.0,112.5
Rajah Singh,M,Single-ply,29.0,66.7,130.0,165.0,100.0
Carter Fitzgerald,M,Raw,21.5,93.9,210.0,265.0,132.5
Christopher Cianci,M,Raw,32.5,87.2,180.0,235.0,110.0
Mike Effner,M,Raw,31.5,91.2,205.0,235.0,167.5
James Nishida,M,Raw,20.0,63.0,155.0,170.0,102.5
Timothy Dumancas,M,Raw,26.0,74.45,185.0,237.5,117.5
Alexandre Lebourg,M,Raw,42.5,91.9,170.0,220.0,120.0
Chris Hannigan,M,Raw,25.5,90.9,120.0,152.5,100.0
Kadee Kitzman,F,Raw,16.5,70.5,97.5,120.0,52.5
Lori Dunn,F,Raw,50.0,73.84,75.0,130.0,55.0
Fabian Cruz,M,Raw,22.0,99.0,205.0,240.0,135.0
Ben Kipper,M,Wraps,20.0,107.0,175.0,185.0,97.5
Hurd Sims,M,Raw,35.0,97.0,172.5,200.0,112.5
Karin Lax,F,Single-ply,63.0,88.54,82.5,130.0,40.0
Maureen Clary,F,Raw,60.0,67.31,120.2,138.35,95.25
James Banhart,M,Raw,34.0,156.5,230.0,222.5,160.0
Zachary Bishop,M,Wraps,19.0,136.08,307.5,255.0,165.0
Sarah Catan,F,Wraps,26.0,74.39,213.19,204.12,90.72
Zack Humphries,M,Wraps,19.0,97.98,210.0,215.0,115.0
Cathy Mele,F,Raw,47.0,56.3,65.0,117.5,50.0
Nicole Carter,F,Raw,28.0,58.5,140.0,155.0,70.0
Ariunbaatar Sharavdorj,M,Wraps,34.0,88.8,260.0,255.0,167.5
Dennis Spangenburg,M,Wraps,53.5,132.9,226.8,265.35,104.33
Taylor Houghton,M,Raw,19.5,87.2,202.5,230.0,137.5
Garrett Denham,M,Raw,31.0,178.2,325.0,315.0,217.5
Ian West,M,Single-ply,17.5,66.7,192.5,217.5,125.0
Ariel Symon,F,Raw,21.5,60.95,125.0,135.0,70.0
Stephen Coleman,M,Raw,32.0,151.9,330.0,315.0,245.0
Patrick Nix,M,Raw,35.0,82.3,165.0,190.0,112.5
Justin Poalillo,M,Wraps,34.0,89.1,222.5,240.0,130.0
Wayne Jandoc,M,Single-ply,55.0,104.6,282.5,247.5,202.5
Anita Morgan,F,Raw,22.5,67.2,130.0,175.0,82.5
Thomas Garland,M,Raw,14.5,72.1,82.5,137.5,60.0
Eric Gonzalez,M,Raw,23.5,76.9,145.0,167.5,72.5
Blake Mabry,M,Raw,19.5,87.3,182.5,222.5,140.0
Alvin Fontamillas,M,Raw,23.0,88.0,217.5,225.0,142.5
Colin Wright,M,Raw,46.5,117.4,302.5,310.0,177.5
Andrea Page,F,Single-ply,39.5,113.68,227.5,205.0,140.0
Dan Harvey,M,Raw,52.0,89.27,140.0,200.0,110.0
Scott Rieviere,M,Single-ply,19.5,72.9,235.0,235.0,155.0
Luke Deitz,M,Single-ply,28.0,124.51,265.0,237.5,172.5
Meredith Martineau-Claunch,F,Wraps,39.0,69.5,-82.5,105.0,45.0
Jessica Hansler,F,Raw,40.5,80.0,72.5,122.5,67.5
Kira Figg,F,Wraps,27.0,73.48,154.22,163.29,70.31
Pip Brown,F,Wraps,27.0,65.4,142.5,145.0,67.5
Caleb Lamberth,M,Single-ply,19.5,96.0,295.0,270.0,155.0
Andrey Sasyk,M,Wraps,28.0,98.1,215.0,242.5,157.5
Kamilah Todd,F,Single-ply,36.5,99.7,222.5,175.0,105.0
Andrew Burge,M,Raw,23.0,92.68,235.0,260.0,132.5
Hanna Clews,F,Wraps,27.0,47.2,85.0,87.5,52.5
Addison Gaspard,M,Raw,15.5,82.7,120.0,177.5,75.0
Katrina O'Connell,F,Raw,34.5,69.3,115.0,135.0,62.5
Brad Gillingham,M,Single-ply,37.0,148.7,392.5,367.5,277.5
Chris Rangel,M,Raw,20.0,87.7,-182.5,185.0,125.0
Kyle Nakamura,M,Raw,27.0,88.8,175.0,227.5,137.5
Dan Monaco,M,Wraps,21.0,86.91,252.5,252.5,140.0
Steve Melero,M,Raw,30.0,80.29,192.5,237.5,137.5
Gillian Tedeschi,F,Wraps,29.0,59.9,145.0,172.5,67.5
Michael Strelzik,M,Raw,22.5,81.0,132.5,195.0,100.0
JR Mancini,M,Multi-ply,33.0,107.77,340.0,282.5,232.5
Alvin Chen,M,Raw,19.5,77.5,185.0,220.0,105.0
Greg Deegan,M,Wraps,37.0,126.3,242.5,300.0,155.0
Luigi Brivio,M,Single-ply,40.5,117.16,315.0,255.0,215.0
Michael Nichols,M,Single-ply,71.5,109.03,25.0,167.5,110.0
Kirill Mikhaylov,M,Wraps,26.0,80.8,200.0,170.0,100.0
Frederic Agunat,M,Raw,23.0,137.2,247.5,267.5,167.5
Brooks Conway,M,Single-ply,21.5,82.8,285.0,300.0,192.5
Issac Quevedo,M,Raw,19.5,82.3,227.5,250.0,147.5
Suzette Sabedra,F,Raw,25.5,64.7,95.0,92.5,57.5
Alan Aerts,M,Single-ply,52.0,125.65,140.0,267.5,202.5
Ryne Golesh,M,Raw,23.5,81.31,220.0,212.5,162.5
Vince Jones,M,Raw,23.0,104.2,192.5,250.0,140.0
Christopher Lee,M,Raw,25.5,81.9,205.0,227.5,115.0
Mariko Hamashima,F,Raw,24.5,83.5,135.0,157.5,65.0
Darren Monahan,M,Wraps,49.0,122.92,272.5,265.0,200.0
Michael Jin,M,Raw,19.0,74.2,200.0,215.0,145.0
Giselle Costas,F,Single-ply,31.5,96.3,197.5,192.5,132.5
Wesley Collins,M,Wraps,,74.93,136.08,195.04,149.69
Quinn Jefferson,M,Wraps,47.0,116.5,280.0,295.0,200.0
Ranbir Sahota,M,Single-ply,31.5,118.89,375.0,325.0,220.0
Sharif Younes,M,Single-ply,20.0,89.36,232.5,227.5,160.0
Arianne Manipon,F,Raw,19.0,59.51,105.0,125.0,52.5
Emilie King,F,Raw,21.5,52.6,70.3,108.9,38.6
Ruben Garcia,M,Raw,26.0,111.8,202.5,227.5,135.0
Danielle Moore,F,Raw,27.0,66.59,102.5,140.0,57.5
Richie Lopez,M,Wraps,25.0,117.7,285.0,295.0,190.0
Casey Drader,M,Wraps,28.0,116.71,232.5,250.0,142.5
Greg Grogan,M,Raw,31.0,76.66,192.5,235.0,125.0
Steven Swearingen,M,Raw,27.5,80.8,135.0,152.5,100.0
Cindy Schindler,F,Raw,53.0,64.68,68.04,108.86,56.7
Brandon Morales,M,Raw,18.0,99.9,227.5,245.0,135.0
Alicia Rimer,F,Wraps,25.0,54.52,74.84,104.33,40.82
Tanye Lacombe,F,Raw,56.0,117.65,92.5,125.0,65.0
Quentin Rhoades,M,Raw,51.5,93.0,207.5,240.0,102.5
Mike Rabine,M,Wraps,36.5,118.39,226.8,238.14,154.22
Brock Daniels,M,Raw,29.0,99.1,222.5,252.5,135.0
Danielle Columby,F,Wraps,29.0,49.53,112.5,140.0,67.5
Kim Capers,F,Raw,38.0,58.83,87.5,130.5,57.5
Cage Bumbarger,M,Raw,16.0,87.8,182.5,215.0,112.5
Jamie Connolly,M,Single-ply,31.5,143.2,310.0,320.0,220.0
Joe Vann,M,Raw,,57.68,125.0,140.0,105.0
Jordan Shallow,M,Wraps,26.0,108.95,315.0,320.0,195.0
Antoinette Calderon,F,Raw,24.5,65.2,100.0,107.5,72.5
Josh Gee,M,Raw,27.0,103.5,265.0,255.0,150.0
William Porter,M,Raw,42.0,98.16,197.31,206.38,170.1
Andrea Davis,F,Raw,30.5,72.3,67.5,100.0,40.0
Courtney Norris,F,Wraps,28.0,59.9,182.5,167.5,92.5
Derilyn Flanagan II,M,Single-ply,16.5,90.0,217.7,226.8,104.3
Hannah Nguyen,F,Raw,21.0,66.3,132.5,165.0,65.0
Christopher Pruitt,M,Wraps,23.0,87.35,212.5,272.5,135.0
Heather Caples,F,Raw,21.5,105.4,170.0,185.0,90.0
Allan Bagalacsa,M,Raw,34.5,118.72,210.0,227.5,150.0
Jesse Serio,M,Wraps,36.0,93.77,187.5,245.0,157.5
Darrell Saul,M,Raw,50.5,103.4,130.0,180.0,130.0
Mark Gil,M,Raw,31.0,97.1,195.0,200.0,175.0
Iván Cancel,M,Single-ply,25.5,54.9,202.5,185.0,135.0
Deleigh Haley,F,Wraps,44.0,71.12,81.65,115.67,65.77
Taiichi Horibata,M,Raw,60.5,58.38,115.0,127.5,87.5
Mark Luehring-Jones,M,Raw,27.5,82.6,215.0,282.5,135.0
Bethany Spriggs,F,Raw,36.0,64.8,107.5,125.0,60.0
Juuso Paunonen,M,Raw,31.0,108.7,212.5,262.5,167.5
Jonathan White,M,Raw,26.5,115.7,280.0,305.0,217.5
Nico Philips,M,Raw,26.0,76.1,127.5,185.0,125.0
Chyphes Hambric,M,Single-ply,14.5,59.8,115.0,140.0,67.5
Nicholas Rowland,M,Wraps,29.0,119.0,300.0,335.0,190.0
Jorge Gonzalez,M,Wraps,24.0,88.99,237.5,237.5,177.5
Brick Davis,M,Wraps,36.0,117.5,260.0,292.5,200.0
Amy Simmer,F,Multi-ply,44.0,89.8,250.0,185.0,165.0
Christian Serrano,M,Single-ply,21.5,73.86,245.0,232.5,175.0
Sheena Hodges,F,Raw,34.0,74.85,150.0,172.5,77.5
Martin Haraldsen Knut,M,Raw,20.5,91.49,220.0,265.0,187.5
Andre Castro,M,Wraps,44.0,99.8,237.5,275.0,150.0
Jacob Embree,M,Raw,16.0,141.3,177.5,240.0,92.5
Tim Wise,M,Wraps,29.0,88.9,170.0,220.0,112.5
Johnson Thai,M,Raw,24.5,92.7,275.0,260.0,175.0
Troy Culverhouse,M,Raw,22.5,112.85,220.0,250.0,125.0
Rowella Abrea Andrea,F,Single-ply,16.5,46.6,110.0,127.5,67.5
Nick Read,M,Raw,31.5,90.92,210.0,240.0,167.5
Cloe Winters,F,Single-ply,15.5,69.4,136.1,131.5,43.1
Samuel Mays,M,Raw,36.5,89.65,192.5,235.0,140.0
Enrique Espinoza,M,Wraps,37.0,98.88,235.0,237.5,122.5
Mike Ramirez,M,Raw,25.0,107.4,242.5,250.0,170.0
Glen Smith,M,Wraps,29.0,81.4,200.0,180.0,140.0
Matthew Spiech,M,Raw,30.5,71.0,145.0,157.5,100.0
Gérard Grisward,M,Raw,66.5,80.4,165.0,210.0,102.5
Ron Tillet,M,Multi-ply,34.0,89.49,227.5,205.0,160.0
William Vanderstine,M,Wraps,65.0,85.3,110.0,180.0,112.5
Chad Hartman,M,Wraps,30.0,138.98,317.51,333.39,222.26
Sarah Fawcett,F,Raw,37.0,53.1,100.0,112.5,65.0
Christopher Fowler,M,Raw,36.0,130.82,162.5,175.0,122.5
Andrew Wilson,M,Wraps,18.0,85.0,137.5,165.0,92.5
Dave Bernardi,M,Wraps,33.0,101.2,237.5,255.0,160.0
Brad Armentor,M,Raw,24.5,102.8,240.0,227.5,137.5
David Lotito,M,Raw,23.5,79.6,215.0,230.0,107.5
Tim O'Brien,M,Wraps,50.0,73.5,185.0,197.5,117.5
Corey McManus,M,Raw,40.0,88.36,222.5,255.0,192.5
Siim Rast,M,Raw,26.5,182.5,327.5,342.5,225.0
Holton Robinson,M,Raw,17.0,81.8,112.5,145.0,82.5
Benjamin Garel,M,Raw,20.5,73.99,160.0,200.0,95.0
Michael Parrella,M,Raw,63.5,79.3,120.0,155.0,70.0
Nicole Malone,F,Raw,32.5,65.65,100.0,115.0,52.5
Christina Elder,F,Raw,31.0,64.2,92.5,110.0,47.5
TJ Gerking,M,Raw,21.0,87.6,220.0,257.5,122.5
Carole Hart,F,Wraps,63.0,74.1,70.0,100.0,35.0
Paige Barsema,F,Wraps,22.0,66.0,95.0,130.0,57.5
Brandon Gray,M,Wraps,16.0,71.1,165.0,170.0,117.5
Kimberly Muniz,F,Raw,37.5,58.6,115.0,137.5,85.0
Ashley Fitzgerald,F,Single-ply,26.0,63.78,183.5,165.0,95.0
Mark Kihu,M,Raw,16.5,87.04,185.0,215.0,102.5
Nathan Schrot,M,Raw,24.0,107.4,207.5,245.0,160.0
Vladimir Kupec,M,Raw,19.5,78.1,145.0,180.0,100.0
Rhaea Stinn,F,Raw,26.5,71.69,170.0,180.0,115.0
Elizabeth Roberts,F,Raw,27.5,62.9,130.0,132.5,65.0
Matt Fryfogle,M,Wraps,32.0,132.5,357.5,317.5,245.0
Crawford Robert,M,Raw,65.5,119.3,125.0,175.0,125.0
Heyda Diaz,F,Raw,40.0,66.1,125.0,162.5,85.0
Imogen Walsh-Jarvis,F,Raw,17.5,79.25,105.0,130.0,45.0
Patrick Spiker,M,Wraps,26.0,89.3,240.0,252.5,147.5
Alicia Neblett,F,Raw,34.0,67.1,90.0,140.0,62.5
Krissy Hamerlinck,F,Wraps,36.0,59.0,75.0,137.5,60.0
Craig Ayers,M,Wraps,21.0,96.62,260.82,278.96,179.17
Hannah Frigon,F,Raw,26.5,88.5,125.0,150.0,70.0
Lyndsay Cole,F,Raw,16.0,50.5,85.0,105.0,53.5
Blaine Wiemers,M,Raw,20.5,72.7,177.5,197.5,120.0
Steve Heyl,M,Raw,56.5,96.3,142.5,182.5,102.5
Anna Kalb-Newman,F,Raw,33.5,114.6,127.5,142.5,62.5
Joshua Miller,M,Raw,25.0,107.8,232.5,247.5,97.5
Natasha Nhau,F,Raw,32.0,86.7,115.0,150.0,57.5
Matthew Kruszewski,M,Raw,29.5,64.8,137.5,187.5,92.5
Clair Angel,F,Raw,52.5,56.8,100.0,140.0,50.0
Jodie Sajor,F,Raw,47.0,79.0,200.0,190.0,137.5
Nicholas Viet,M,Raw,19.5,52.44,135.0,172.5,95.0
Ignas Karaliunas,M,Single-ply,16.5,73.3,205.0,190.0,130.0
Thomas Young,M,Wraps,45.0,121.2,237.5,240.0,177.5
Jose Romero,M,Raw,21.0,65.3,147.5,190.0,100.0
Robert Livingston,M,Raw,34.0,97.3,227.5,262.5,150.0
Ewa Januszkiewicz,F,Raw,22.5,60.85,110.0,157.5,60.0
Benjamin Smith,M,Raw,28.5,80.5,232.5,250.0,160.0
Joan Cooper,F,Raw,57.0,58.9,65.0,107.5,50.0
Katrina Ocampo,F,Wraps,17.0,50.6,105.0,145.0,60.0
Kara Brightwell,F,Single-ply,17.5,51.26,93.0,113.4,40.8
Joseph Peña,M,Raw,18.5,166.57,387.5,292.5,182.5
Ashley Alverson,F,Raw,27.0,57.9,60.0,105.0,45.0
Kevin Dasis,M,Raw,19.0,88.5,192.5,215.0,110.0
Courtney Scott,F,Raw,23.0,77.56,95.0,122.5,70.0
Dan Waite,M,Raw,35.5,102.5,180.0,220.0,107.5
Marshall Johnson,M,Multi-ply,34.0,131.0,400.0,385.0,305.0
Russell Clark,M,Single-ply,56.0,89.6,287.5,287.5,202.5
Rebekah Shirley,F,Raw,21.0,54.1,120.0,127.5,55.0
Chen-Yeh Chao,F,Single-ply,28.5,109.0,255.0,215.0,170.0
John Murray,M,Wraps,26.0,113.58,242.67,272.16,181.44
Brian Reed,M,Multi-ply,34.0,112.26,415.04,337.93,290.3
Sofia Decerce,F,Raw,23.0,58.9,115.0,120.0,52.5
Sara Willin,F,Raw,31.0,73.4,105.0,147.5,57.5
Jeremy Lewis,M,Wraps,39.0,132.1,232.5,215.0,147.5
Eric Kjono,M,Raw,31.0,82.1,202.5,235.0,147.5
Kendall Austin,M,Raw,27.0,103.0,195.0,255.0,157.5
Antti Tommila,M,Raw,26.5,146.04,320.0,320.0,222.5
Theresa Simanu,F,Raw,27.5,129.1,202.5,220.0,112.5
Kevin Long,M,Wraps,29.0,89.3,230.0,217.5,127.5
Greg Hodlin,M,Raw,27.5,78.8,60.0,60.0,60.0
Ryan Cordano,M,Raw,21.0,82.01,205.0,247.5,127.5
Tarja Tahkanen,F,Single-ply,46.5,56.18,92.5,112.5,55.0
Jonathan Gonge,M,Single-ply,22.5,91.96,315.0,325.0,220.0
Sarah Hiller,F,Raw,28.0,61.9,82.5,100.0,37.5
Sandi Imai,F,Wraps,35.0,58.06,127.5,155.0,62.5
Rocio Arce,F,Raw,35.0,67.5,145.0,155.0,70.0
Casey Rich,F,Raw,33.0,51.6,105.0,147.5,65.0
Robert Yamasaki,M,Raw,61.5,72.05,200.0,235.0,122.5
Brigot Pugh,F,Raw,41.0,56.05,110.0,160.0,65.0
Meghan Eastman,F,Wraps,29.0,59.0,145.0,175.0,72.5
Matt Moore,M,Wraps,28.0,89.81,267.62,290.3,181.44
Ricky Houim,M,Raw,30.0,99.1,240.0,247.5,152.5
Debbie Vizina,F,Raw,47.0,55.52,80.0,110.0,50.0
Michelle Coile,F,Wraps,46.0,78.2,170.0,172.5,102.5
Benjamin Polak,M,Raw,15.0,86.91,150.0,170.0,102.5
Martin Borgland Rønning,M,Raw,29.5,163.2,315.0,310.0,245.0
Michael Seraaj,M,Raw,34.0,124.4,230.0,227.5,152.5
Saymie Daria,F,Raw,18.5,56.0,112.5,120.0,62.5
Yuri Malagón González,F,Raw,22.5,46.81,125.0,127.5,65.0
Mika Edwards,M,Raw,,98.8,272.5,305.0,187.5
Tyler Smith,M,Wraps,19.0,74.62,182.5,200.0,107.5
Hattie Attebery,F,Raw,35.0,59.3,82.5,105.0,45.0
Savannah Weeks,F,Raw,20.5,51.3,72.5,110.0,45.0
Sagardeep Singh,M,Raw,22.5,82.3,102.5,145.0,85.0
Jared Slack,M,Raw,25.0,87.27,205.0,220.0,115.0
Desmond Cooney,M,Raw,21.5,91.2,175.0,207.5,105.0
Eric Palmer,M,Raw,21.0,97.52,200.0,210.0,142.5
Rolando Verduzco,M,Raw,32.5,82.38,242.5,265.0,170.0
Eileen Garris,F,Wraps,27.0,74.3,144.92,164.97,82.42
Adalgiso Sicoli,M,Single-ply,56.0,105.2,285.0,260.0,173.0
Kate Hilderbrandt,F,Raw,32.5,109.4,102.5,122.5,60.0
William Leary Jr,M,Raw,46.5,82.2,140.0,175.0,95.0
Louise Murray,F,Raw,27.5,55.35,138.0,147.5,95.0
Samantha Perkins,F,Raw,29.0,59.92,60.0,90.0,42.5
Alice Hogg,F,Raw,21.5,55.7,120.0,147.5,65.0
Neal Marchant,M,Raw,27.0,88.2,212.5,230.0,137.5
Stewart Aubrey,M,Raw,29.0,81.4,197.5,262.5,130.0
Gabiel Quintanilla,M,Raw,19.5,92.1,187.5,210.0,137.5
Michail Korostin,M,Single-ply,21.5,118.7,375.0,295.0,240.0
Steve Higgens,M,Wraps,33.0,101.51,181.44,226.8,147.42
Andrew Hingsbergen,M,Wraps,24.0,80.25,250.0,230.0,150.0
Gerardo Cabbaral,M,Wraps,21.0,72.8,190.0,185.0,102.5
York Stanham,M,Raw,24.5,82.6,177.5,235.0,115.0
Nikita Makeev,M,Raw,16.5,81.86,195.0,215.0,130.0
Łukasz Lipka,M,Wraps,24.0,108.3,300.0,300.0,180.0
Paulette Calhoun,F,Single-ply,43.0,88.55,132.5,137.5,102.5
Nessa Kirkland,F,Raw,36.0,114.0,87.5,102.5,47.5
Kim Roland,F,Raw,44.0,67.25,120.0,130.0,67.5
Simon Jamieson,M,Single-ply,29.0,92.08,120.0,170.0,100.0
Daniel Smith,M,Raw,34.5,99.85,167.5,200.0,105.0
Konstantin Lebedko,M,Single-ply,29.5,102.97,390.0,355.0,280.0
Doug Fast,M,Raw,52.5,108.1,160.0,220.0,75.0
Joni Nikkari,M,Multi-ply,35.0,129.82,360.0,290.0,200.0
Moises Villon,M,Single-ply,17.5,92.15,290.0,252.5,210.0
Andrew Hanus,M,Raw,26.0,88.54,237.5,235.0,137.5
Francisco Vasquez,M,Raw,24.0,88.9,160.0,207.5,125.0
Anton Salin,M,Raw,30.0,65.7,110.0,170.0,85.0
Julie Barnes,F,Raw,58.0,65.3,55.0,87.5,37.5
Nathan Tanis,M,Raw,19.5,72.8,190.0,227.5,120.0
Robert Kocur,M,Wraps,33.0,97.0,212.5,250.0,182.5
Barbora Stastna,F,Raw,21.5,68.32,87.5,142.5,57.5
Damon Bly,M,Raw,28.0,81.85,217.5,255.0,142.5
Kyle Bauer,M,Wraps,25.0,80.47,172.37,208.65,127.01
Carl West,M,Wraps,46.0,117.03,227.5,242.5,165.0
Mike Giunta,M,Single-ply,21.0,106.96,360.0,290.0,237.5
Cristian Misiti,M,Raw,30.5,92.75,192.5,227.5,130.0
Daniel Suarez,M,Wraps,25.0,108.4,215.0,265.0,150.0
Atomu Wakamatsu,M,Raw,19.0,72.8,150.0,227.5,110.0
Alana Gamundoy,F,Raw,27.0,55.61,85.0,132.5,52.5
Tara Getty,F,Single-ply,39.0,68.95,110.0,125.0,60.0
Wyatt Alvarez,M,Raw,17.5,70.6,132.5,155.0,97.5
Jesse Moran,M,Wraps,23.0,88.7,250.0,265.0,180.0
John Toenjes,M,Wraps,24.0,81.8,155.0,200.0,125.0
Brandi Moore,F,Raw,44.0,66.35,102.5,137.5,72.5
Quentin Curnillat,M,Raw,17.5,100.68,200.0,205.0,105.0
Dave Wallentine,M,Raw,46.0,89.8,147.5,165.0,142.5
Jason Ly,M,Raw,27.5,92.1,202.5,240.0,127.5
John Rabon,M,Wraps,28.0,89.58,274.42,258.55,158.76
Luke Whenman,M,Raw,33.5,81.84,160.0,215.0,100.0
Artur Gusakov,M,Raw,19.5,52.5,102.5,167.5,82.5
Dan Ibrahim,M,Wraps,19.0,81.55,195.0,222.5,142.5
Eric Trager,M,Raw,21.5,113.4,210.0,252.5,127.5
Leilani Nicolas,F,Raw,18.0,54.0,92.5,112.5,50.0
Nicole Egan,F,Raw,27.0,78.1,100.0,127.5,55.0
Anne Geser,F,Raw,64.0,62.2,50.0,98.0,27.5
Sarah Stedman,F,Raw,25.5,56.3,95.0,105.0,52.5
Austin Burke,M,Raw,21.0,98.6,265.0,287.5,182.5
Derek Forlini,M,Raw,36.0,105.3,232.5,250.0,195.0
Jay Coons,F,Wraps,22.0,119.29,70.31,108.86,36.29
Eddie Cupp,M,Raw,34.0,74.5,145.0,145.0,97.5
Tyler Simpson,M,Raw,31.5,104.9,210.0,280.0,172.5
Jason Behn,M,Wraps,38.0,91.4,180.0,200.0,122.5
Joe Lyons,M,Wraps,29.0,96.3,240.0,240.0,160.0
Giselle Repuyan,F,Raw,17.5,58.6,85.0,115.0,42.5
Igor Luzin,M,Wraps,47.0,94.9,220.0,220.0,145.0
Allison Rossow,F,Wraps,34.0,72.6,137.5,140.0,65.0
Ronald Allen,M,Single-ply,39.0,106.78,182.5,200.0,125.0
Ludwig Werner,M,Single-ply,78.5,58.86,110.0,140.0,80.0
Ashley Petrinec,F,Raw,26.0,87.91,107.5,117.5,62.5
Laura Moore,F,Raw,40.0,98.52,122.5,147.5,72.5
Peter Gray,M,Raw,59.5,89.75,196.0,200.0,155.0
Jonathan Linden,M,Raw,19.5,65.0,162.5,227.5,92.5
Larry Shamblin,M,Raw,53.0,111.75,142.5,187.5,87.5
Widley Jean,M,Raw,27.0,59.1,157.5,202.5,102.5
Harley Burke,M,Raw,22.5,85.6,265.0,250.0,152.5
Alfred Castillo,M,Single-ply,44.0,74.7,227.5,205.0,145.0
Patrick Constantine,M,Single-ply,41.5,58.07,237.5,230.0,132.5
Boyd Buffier,M,Raw,24.5,98.0,220.0,250.0,147.5
Brittany Kohnke,F,Wraps,31.0,62.78,127.5,142.5,70.0
Ben Smolke,M,Raw,29.0,82.9,175.0,212.5,107.5
Wayne Jandoc,M,Raw,56.0,107.41,205.0,238.0,158.0
Ashford McKenzie,M,Raw,26.5,130.6,250.0,280.0,147.5
Kendra Walton,F,Raw,25.0,94.0,92.5,100.0,55.0
Matt Foreman,M,Single-ply,44.5,116.2,252.5,237.5,135.0
Molly Jaeger,F,Single-ply,19.0,43.8,115.0,117.5,57.5
Walter Anderson,M,Raw,27.0,106.0,190.0,227.5,130.0
Archili Shashurashvili,M,Raw,27.5,105.9,305.0,280.0,190.0
Wendy Whittaker,F,Raw,39.5,79.35,140.0,165.0,77.5
Jason Henry,M,Wraps,17.0,81.56,215.46,272.16,124.74
Berit Borstad,F,Raw,17.5,77.5,127.5,137.5,60.0
Dmitriy Rogov,M,Raw,37.0,101.7,192.5,232.5,160.0
Bianca White,F,Raw,57.5,70.92,65.0,95.0,47.5
Mike Germain,M,Wraps,26.0,98.3,240.0,240.0,110.0
Andrey Ansimov,M,Raw,29.0,89.3,205.0,245.0,150.0
Isabel Olivarez,F,Raw,11.5,55.02,77.5,105.0,35.0
Seth Lamden,M,Raw,43.0,74.55,150.0,172.5,115.0
William McCaslin,M,Single-ply,30.0,122.36,204.91,234.96,169.98
